,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100,VND100,KHR100,NZD,MMK100,INR100,AED100,PKR100,NPR100,EGP
4-Aug-20,4.2235,5.5197,4.9643,3.9797,4.5973,3.005,3.1522,3.0683,54.4943,0.0182,0.1031,2.7938,0.3101,5.6175,114.9831,2.5266,3.5187,0.2645
5-Aug-20,4.2135,5.5119,4.9761,3.9902,4.6145,3.0217,3.168,3.0704,54.3667,0.0182,0.1029,2.7986,0.3103,5.6134,114.7108,2.5059,3.5086,0.2635
6-Aug-20,4.1855,5.4981,4.9717,3.966,4.6091,3.0173,3.157,3.0587,54.0047,0.0181,0.1027,2.7857,0.3093,5.5958,113.9485,2.4877,3.4905,0.2617
7-Aug-20,4.185,5.4989,4.9695,3.9644,4.5964,3.027,3.1431,3.0572,53.999,0.0181,0.102,2.7975,0.3093,5.5875,113.9349,2.483,3.4906,0.2621
10-Aug-20,4.1965,5.4827,4.9494,3.9683,4.5989,3.0072,3.1373,3.0579,54.1452,0.0181,0.1024,2.7709,0.3113,5.5935,114.2511,2.499,3.5003,0.2622
11-Aug-20,4.2055,5.4955,4.9307,3.9617,4.5884,3.0055,3.1505,3.0579,54.2635,0.0181,0.1025,2.7702,0.3092,5.6167,114.493,2.4959,3.5094,0.2631
12-Aug-20,4.2,5.4795,4.9283,3.942,4.5772,2.9986,3.1543,3.0571,54.1918,0.0181,0.1028,2.7586,0.3077,5.6285,114.3433,2.4934,3.5105,0.2628
13-Aug-20,4.186,5.4657,4.9424,3.9233,4.5939,3.0032,3.1621,3.0527,54.0049,0.0181,0.1019,2.7567,0.3058,5.5966,113.9621,2.488,3.4961,0.2621
14-Aug-20,4.1975,5.4824,4.9572,3.9245,4.6131,2.997,3.1733,3.057,54.1588,0.0181,0.1027,2.7445,0.309,5.6107,114.2752,2.4949,3.5052,0.2635
17-Aug-20,4.188,5.4871,4.9617,3.9315,4.6052,3.0137,3.1591,3.0574,54.0335,0.0181,0.1028,2.7356,0.3088,5.5912,114.0166,2.4911,3.4944,0.2631
18-Aug-20,4.1885,5.5001,4.9805,3.96,4.6251,3.0268,3.1712,3.0647,54.0427,0.0181,0.102,2.751,0.3091,5.6037,114.0302,2.4858,3.4955,0.263
19-Aug-20,4.1805,5.5413,4.9947,3.9748,4.6296,3.0327,3.1768,3.0643,53.9409,0.018,0.1019,2.7625,0.309,5.6058,113.8124,2.4848,3.495,0.2623
21-Aug-20,4.178,5.5281,4.961,3.9531,4.6061,3.0121,3.1728,3.0576,53.9079,0.018,0.1031,2.7314,0.3074,5.5697,113.7443,2.4796,3.4802,0.2623
24-Aug-20,4.1825,5.4741,4.933,3.9538,4.5836,2.9947,3.1734,3.0485,53.966,0.018,0.1034,2.7333,0.3091,5.5825,113.8669,2.4837,3.4927,0.263
25-Aug-20,4.1745,5.4596,4.9255,3.9384,4.5821,2.9956,3.1546,3.048,53.8631,0.018,0.1032,2.7255,0.3081,5.6283,113.6491,2.479,3.5108,0.2627
26-Aug-20,4.1705,5.4817,4.9335,3.9173,4.5915,3.0026,3.167,3.0481,53.8105,0.018,0.1015,2.7338,0.3089,5.6189,113.5402,2.4751,3.507,0.2623
27-Aug-20,4.1695,5.5098,4.9365,3.9359,4.593,3.0196,3.1718,3.054,53.799,0.018,0.1014,2.7685,0.3095,5.6176,113.5129,2.4745,3.5073,0.2627
28-Aug-20,4.1725,5.5069,4.9306,3.9121,4.5877,3.0303,3.1777,3.0542,53.8384,0.018,0.1015,2.771,0.3125,5.6458,113.5946,2.4928,3.5329,0.2629
1-Sep-20,4.1585,5.5555,4.9659,3.9296,4.6001,3.0667,3.1898,3.0575,53.657,0.0179,0.101,2.8012,0.3138,5.6766,113.2135,2.5128,3.5306,0.262
2-Sep-20,4.1495,5.5529,4.941,3.9131,4.5546,3.0555,3.1759,3.0485,53.5416,0.0179,0.1008,2.8071,0.3141,5.684,112.9684,2.506,3.5591,0.2615
3-Sep-20,4.1435,5.5225,4.902,3.9003,4.5411,3.0339,3.1724,3.0383,53.4624,0.0179,0.1006,2.7993,0.3137,5.6551,112.8051,2.5051,3.546,0.2613
4-Sep-20,4.1455,5.5046,4.9137,3.9059,4.5583,3.0138,3.1582,3.0377,53.4893,0.0179,0.1006,2.7789,0.3117,5.6486,112.8595,2.4955,3.5263,0.2622
7-Sep-20,4.15,5.5004,4.9121,3.9017,4.5432,3.0239,3.1745,3.0402,53.5456,0.0179,0.1008,2.7851,0.3125,5.6624,112.9821,2.5,3.5463,0.2631
8-Sep-20,4.165,5.4782,4.9176,3.9187,4.539,3.0315,3.1782,3.045,53.7388,0.018,0.1012,2.786,0.3134,5.6708,113.3904,2.5143,3.5492,0.2636
9-Sep-20,4.1735,5.4118,4.9147,3.9376,4.5463,3.0116,3.1537,3.0447,53.8488,0.018,0.1014,2.7637,0.3138,5.6561,113.6218,2.5108,3.5441,0.2641
10-Sep-20,4.1635,5.4105,4.9173,3.921,4.5657,3.026,3.164,3.0466,53.7184,0.018,0.1012,2.7796,0.313,5.6793,113.3496,2.5021,3.5387,0.2637
11-Sep-20,4.1655,5.3335,4.9301,3.9247,4.578,3.0281,3.159,3.043,53.7456,0.018,0.1013,2.773,0.3132,5.672,113.404,2.5049,3.5441,0.2643
14-Sep-20,4.1555,5.3174,4.918,3.9151,4.5682,3.0213,3.1503,3.0384,53.6169,0.0179,0.101,2.775,0.3124,5.6553,113.1318,2.4999,3.5316,0.2643
15-Sep-20,4.1425,5.3173,4.9169,3.9189,4.5607,3.0126,3.1422,3.0361,53.4513,0.0179,0.1009,2.7734,0.3129,5.6452,112.7779,2.4955,3.5234,0.2627
17-Sep-20,4.1345,5.3478,4.8694,3.9356,4.5339,3.0081,3.1311,3.0394,53.348,0.0178,0.1008,2.7759,0.3142,5.6217,112.5601,2.4845,3.5145,0.2623
18-Sep-20,4.125,5.354,4.89,3.9378,4.5422,3.0181,3.135,3.0406,53.2255,0.0178,0.1006,2.7922,0.3166,5.6039,112.3014,2.4794,3.5002,0.2617
21-Sep-20,4.115,5.3304,4.8804,3.9399,4.52,3.0079,3.1217,3.0332,53.0964,0.0178,0.1003,2.7859,0.3134,5.596,112.0292,2.4715,3.5015,0.2614
22-Sep-20,4.135,5.3002,4.8661,3.9511,4.5189,2.9834,3.1076,3.0355,53.3548,0.0178,0.1008,2.7556,0.3147,5.6197,112.5737,2.4887,3.5218,0.2629
23-Sep-20,4.14,5.2665,4.8368,3.9385,4.4946,2.9541,3.1093,3.0275,53.4183,0.0179,0.101,2.7374,0.3185,5.6324,112.7098,2.4873,3.5164,0.2629
24-Sep-20,4.1705,5.3095,4.8682,3.9566,4.5223,2.9496,3.1181,3.0397,53.8115,0.018,0.102,2.7308,0.3184,5.668,113.5402,2.5116,3.5427,0.2648
25-Sep-20,4.1685,5.3163,4.8636,3.9506,4.4963,2.9396,3.1215,3.0299,53.7857,0.018,0.1017,2.7283,0.3194,5.64,113.4857,2.5097,3.5255,0.2642
28-Sep-20,4.169,5.3165,4.8427,3.9556,4.4864,2.9325,3.1117,3.0279,53.7922,0.018,0.1018,2.7282,0.3195,5.6579,113.5055,2.5186,3.5395,0.2641
29-Sep-20,4.169,5.3645,4.8679,3.9556,4.5119,2.9544,3.1189,3.0398,53.7932,0.018,0.1017,2.7357,0.3199,5.6517,113.4993,2.5077,3.5316,0.2645
30-Sep-20,4.1575,5.3424,4.8801,3.9298,4.5185,2.966,3.1045,3.0382,53.6448,0.0179,0.1012,2.7444,0.3188,5.6365,113.1862,2.5114,3.5182,0.2638
1-Oct-20,4.1475,5.3567,4.86,3.9311,4.5013,2.968,3.1149,3.0375,53.5161,0.0179,0.1009,2.7448,0.3178,5.6375,112.914,2.5023,3.5139,0.2631
2-Oct-20,4.1585,5.3545,4.88,3.9398,4.5226,2.9804,3.1269,3.0489,53.6581,0.0179,0.1009,2.7608,0.3187,5.678,113.2135,2.5197,3.5531,0.264
5-Oct-20,4.1585,5.3823,4.8758,3.9397,4.5302,2.9868,3.1307,3.0512,53.657,0.0179,0.1011,2.7637,0.3211,5.6736,113.2135,2.5258,3.5531,0.2649
6-Oct-20,4.1485,5.3897,4.8915,3.9253,4.5351,2.9838,3.1304,3.0526,53.5287,0.0179,0.1007,2.76,0.3194,5.6756,112.9412,2.5218,3.5376,0.2637
7-Oct-20,4.1595,5.3576,4.8812,3.9365,4.5313,2.9562,3.1195,3.0533,53.6696,0.0179,0.101,2.7378,0.3217,5.6638,113.2407,2.5304,3.5391,0.2646
8-Oct-20,4.1525,5.365,4.8854,3.9158,4.5274,2.9614,3.1323,3.0549,53.5803,0.0179,0.1008,2.7203,0.3224,5.6624,113.0501,2.5267,3.5387,0.2643
9-Oct-20,4.154,5.3757,4.8857,3.9213,4.5312,2.9799,3.1494,3.0595,53.5997,0.0179,0.1009,2.7398,0.325,5.6671,113.091,2.5368,3.5447,0.2644
12-Oct-20,4.1405,5.3947,4.8912,3.9204,4.5465,2.989,3.1521,3.0559,53.4255,0.0179,0.1006,2.7563,0.325,5.6708,112.7234,2.5286,3.5384,0.2647
13-Oct-20,4.155,5.4212,4.9031,3.9438,4.5662,2.9839,3.164,3.0577,53.6126,0.0179,0.1009,2.7564,0.3277,5.6645,113.1182,2.5366,3.544,0.2647
14-Oct-20,4.1455,5.3632,4.8691,3.9316,4.5299,2.9715,3.1556,3.0496,53.49,0.0179,0.1007,2.7609,0.3214,5.6471,112.8595,2.5347,3.5318,0.2642
15-Oct-20,4.146,5.3993,4.8707,3.9398,4.5396,2.9598,3.152,3.0538,53.4964,0.0179,0.1007,2.7587,0.3189,5.6566,112.8732,2.5312,3.5348,0.2641
16-Oct-20,4.156,5.3637,4.8675,3.9463,4.5463,2.9427,3.143,3.0552,53.6255,0.0179,0.101,2.7413,0.3202,5.6594,113.1454,2.5474,3.5396,0.2647
19-Oct-20,4.1495,5.3705,4.8649,3.9375,4.5355,2.948,3.1505,3.0573,53.5416,0.0179,0.1009,2.7503,0.3212,5.6499,112.9684,2.5528,3.536,0.2644
20-Oct-20,4.1425,5.365,4.8778,3.9245,4.5529,2.9229,3.1423,3.0521,53.4513,0.0179,0.1007,2.7312,0.3216,5.6468,112.7779,2.5469,3.5285,0.2639
21-Oct-20,4.1425,5.3687,4.9018,3.9312,4.57,2.9256,3.1591,3.0544,53.4513,0.0179,0.1007,2.7312,0.3211,5.6399,112.7779,2.5563,3.5242,0.2639
22-Oct-20,4.147,5.4479,4.9127,3.9633,4.5742,2.9467,3.151,3.0593,53.5093,0.0179,0.1013,2.7553,0.3215,5.6292,112.9004,2.5594,3.5223,0.2641
23-Oct-20,4.1465,5.4203,4.8931,3.959,4.5661,2.9538,3.1532,3.0551,53.5029,0.0179,0.1009,2.767,0.3217,5.6285,112.8868,2.562,3.5243,0.2639
26-Oct-20,4.1585,5.4258,4.9257,3.9728,4.5966,2.965,3.1626,3.0629,53.6577,0.0179,0.1016,2.7808,0.3239,5.6316,113.2135,2.5742,3.5301,0.2647
27-Oct-20,4.1645,5.4251,4.9231,3.9732,4.5908,2.9693,3.1565,3.0636,53.7351,0.018,0.1019,2.7829,0.3243,5.63,113.3768,2.5863,3.5242,0.2653
28-Oct-20,4.17,5.4348,4.9118,3.9918,4.5867,2.9709,3.1605,3.064,53.8061,0.018,0.1024,2.7931,0.325,5.664,113.5266,2.5885,3.5358,0.2654
30-Oct-20,4.16,5.3774,4.8568,3.9788,4.545,2.927,3.1241,3.0444,53.6591,0.0179,0.1022,2.7564,0.324,5.5929,113.2543,2.591,3.5085,0.265
2-Nov-20,4.1595,5.3732,4.8425,3.9711,4.5345,2.9127,3.1144,3.0402,53.6492,0.0179,0.1021,2.7428,0.3239,5.5782,113.2407,2.5924,3.5081,0.265
3-Nov-20,4.1525,5.3667,4.8345,3.9629,4.518,2.9294,3.1417,3.0428,53.5696,0.0179,0.102,2.7539,0.3234,5.5731,113.0501,2.5937,3.4869,0.2639
4-Nov-20,4.1575,5.4102,4.8597,3.973,4.5477,2.9643,3.1532,3.0479,53.6254,0.0179,0.102,2.7768,0.3248,5.5732,113.1862,2.5976,3.4921,0.2646
5-Nov-20,4.152,5.3814,4.8701,3.9818,4.5546,2.9786,3.1605,3.058,53.5372,0.0179,0.1019,2.7808,0.3234,5.583,113.0365,2.5949,3.4719,0.2641
6-Nov-20,4.1245,5.4338,4.9022,3.991,4.5818,2.9989,3.1664,3.0623,53.197,0.0178,0.1012,2.8018,0.321,5.5755,112.2878,2.5912,3.4738,0.2634
9-Nov-20,4.1245,5.4338,4.9022,3.991,4.5818,2.9989,3.1664,3.0623,53.197,0.0178,0.1012,2.8018,0.321,5.5755,112.2878,2.5912,3.4738,0.2634
10-Nov-20,4.1125,5.4155,4.8589,3.9113,4.5019,2.9933,3.1603,3.0526,53.0454,0.0177,0.1009,2.8072,0.3203,5.5548,111.9611,2.5905,3.4655,0.2624
11-Nov-20,4.1205,5.463,4.8696,3.9181,4.5038,2.9987,3.1597,3.0573,53.1407,0.0178,0.1006,2.8114,0.3187,5.5465,112.1789,2.5859,3.4715,0.2633
12-Nov-20,4.133,5.464,4.8685,3.9211,4.5086,3.0103,3.1631,3.0634,53.2998,0.0178,0.1015,2.8503,0.3194,5.5505,112.5192,2.6102,3.4727,0.2641
13-Nov-20,4.135,5.4233,4.8824,3.9403,4.5226,2.9896,3.1445,3.0653,53.3277,0.0178,0.1015,2.825,0.3203,5.5366,112.5737,2.6152,3.4617,0.2644
16-Nov-20,4.119,5.442,4.8769,3.9347,4.514,3.0023,3.1403,3.0594,53.1254,0.0178,0.1011,2.8316,0.319,5.5222,112.1411,2.6057,3.4506,0.2639
17-Nov-20,4.1045,5.4259,4.87,3.9283,4.5008,3.0065,3.1408,3.0525,52.9384,0.0177,0.1008,2.8362,0.3172,5.5209,111.7433,2.597,3.4385,0.2623
18-Nov-20,4.1025,5.4354,4.865,3.9419,4.5013,2.9868,3.1281,3.0548,52.9174,0.0177,0.1009,2.8242,0.3165,5.5082,111.6889,2.5941,3.4431,0.2625
19-Nov-20,4.0955,5.4194,4.848,3.9435,4.4897,2.9854,3.1271,3.0485,52.8305,0.0177,0.1007,2.8275,0.315,5.5255,111.4983,2.5782,3.4497,0.2622
20-Nov-20,4.0925,5.4244,4.8596,3.941,4.4943,2.9789,3.1298,3.0438,52.7836,0.0177,0.1007,2.8287,0.3136,5.5222,111.4166,2.5507,3.444,0.2623
23-Nov-20,4.089,5.4418,4.8543,3.9391,4.4927,2.9934,3.1271,3.0462,52.7446,0.0176,0.1007,2.8439,0.3136,5.5167,111.3214,2.5472,3.4458,0.2623
24-Nov-20,4.092,5.452,4.8449,3.9119,4.4839,2.9863,3.1323,3.045,52.7867,0.0177,0.1007,2.8358,0.3138,5.5116,111.403,2.5416,3.4511,0.2616
25-Nov-20,4.085,5.458,4.8595,3.9091,4.4851,3.0072,3.1434,3.0446,52.6985,0.0176,0.1006,2.8493,0.3118,5.5143,111.2125,2.5432,3.4497,0.261
26-Nov-20,4.086,5.4703,4.8713,3.9162,4.5027,3.0093,3.142,3.0513,52.7141,0.0176,0.1006,2.8629,0.3167,5.5374,111.2397,2.561,3.455,0.2609
27-Nov-20,4.0695,5.4334,4.8484,3.9085,4.4902,2.9958,3.1249,3.04,52.5032,0.0176,0.1002,2.8527,0.3102,5.5115,110.7905,2.5566,3.4422,0.2602
30-Nov-20,4.0675,5.4236,4.8688,3.9154,4.5014,3.011,3.1317,3.0415,52.4764,0.0176,0.1003,2.8643,0.31,5.5015,110.736,2.5544,3.4328,0.2597
1-Dec-20,4.0765,5.4395,4.8688,3.909,4.49,3.0007,3.1413,3.0439,52.5888,0.0176,0.1004,2.865,0.3107,5.5088,110.981,2.5558,3.4404,0.2604
2-Dec-20,4.07,5.4626,4.9111,3.9005,4.5245,3.0059,3.1461,3.0442,52.5012,0.0176,0.1002,2.875,0.309,5.5374,110.8041,2.5511,3.4522,0.2599
3-Dec-20,4.0735,5.4406,4.9314,3.8979,4.5504,3.0142,3.1518,3.0425,52.5481,0.0176,0.1003,2.8739,0.3086,5.5219,110.8994,2.5412,3.4495,0.2601
4-Dec-20,4.064,5.4691,4.938,3.915,4.5635,3.0228,3.1588,3.047,52.4292,0.0176,0.1,2.8749,0.3079,5.5019,110.6407,2.5344,3.4368,0.2594
7-Dec-20,4.0855,5.4854,4.9547,3.9248,4.5832,3.0361,3.1967,3.062,52.711,0.0177,0.1006,2.8774,0.3095,5.5355,111.2261,2.5522,3.4598,0.2602
8-Dec-20,4.0715,5.4355,4.9298,3.9128,4.5686,3.0186,3.1799,3.045,52.5311,0.0176,0.1002,2.8659,0.3073,5.5162,110.8449,2.5388,3.4434,0.2597
9-Dec-20,4.0705,5.4439,4.93,3.9085,4.5795,3.0181,3.1765,3.0437,52.5141,0.0176,0.1002,2.8677,0.3065,5.5212,110.8177,2.5379,3.4601,0.2596
10-Dec-20,4.0673,5.4428,4.9141,3.9007,4.5735,3.0283,3.1732,3.0418,52.4647,0.0176,0.1,2.8544,0.3063,5.5164,110.7292,2.5333,3.4555,0.2592
11-Dec-20,4.0545,5.3929,4.9242,3.8984,4.577,3.0545,3.1809,3.0381,52.3084,0.0175,0.0998,2.8763,0.3062,5.4988,110.3821,2.5262,3.4402,0.2581
14-Dec-20,4.05,5.3865,4.9092,3.8933,4.5539,3.0478,3.1731,3.0316,52.249,0.0175,0.0997,2.8682,0.3009,5.4924,110.2596,2.5289,3.4366,0.2572
15-Dec-20,4.0575,5.4119,4.9333,3.8975,4.578,3.0592,3.1814,3.0429,52.3423,0.0175,0.0998,2.8739,0.2955,5.5099,110.4638,2.5296,3.4464,0.2578
16-Dec-20,4.0495,5.4421,4.9201,3.9052,4.5718,3.0584,3.1861,3.0387,52.2415,0.0175,0.0998,2.8699,0.2934,5.5052,110.246,2.5239,3.4367,0.2578
17-Dec-20,4.0505,5.471,4.9392,3.9167,4.5737,3.0703,3.1782,3.0479,52.2487,0.0175,0.1,2.8799,0.2989,5.5034,110.2732,2.524,3.4408,0.2582
18-Dec-20,4.0375,5.4736,4.948,3.9098,4.5614,3.0727,3.1692,3.0436,52.0817,0.0175,0.0996,2.8852,0.2986,5.491,109.9193,2.5176,3.4284,0.257
21-Dec-20,4.045,5.4241,4.9424,3.9137,4.5709,3.071,3.1566,3.0392,52.1764,0.0175,0.0999,2.8715,0.3012,5.4978,110.1235,2.5266,3.4369,0.259
22-Dec-20,4.0495,5.4356,4.9529,3.9192,4.5705,3.0641,3.1492,3.0372,52.2304,0.0175,0.1,2.8687,0.3049,5.4702,110.246,2.5242,3.4303,0.2586
23-Dec-20,4.063,5.4353,4.942,3.922,4.5698,3.0588,3.1473,3.0406,52.4072,0.0176,0.1004,2.8575,0.3066,5.5014,110.6135,2.5291,3.4388,0.2593
24-Dec-20,4.059,5.4918,4.9528,3.9185,4.5746,3.0783,3.1597,3.0499,52.3556,0.0175,0.1005,2.8823,0.3045,5.497,110.5046,2.5266,3.439,0.2585
28-Dec-20,4.06,5.4952,4.9508,3.9193,4.5608,3.0844,3.16,3.0553,52.3645,0.0176,0.1004,2.8871,0.3039,5.5195,110.5318,2.5323,3.4502,0.258
29-Dec-20,4.0515,5.457,4.9532,3.903,4.5615,3.0757,3.1543,3.0475,52.2521,0.0175,0.1003,2.8812,0.3051,5.5089,110.3004,2.522,3.4447,0.2577
30-Dec-20,4.0475,5.4684,4.9657,3.911,4.5807,3.0836,3.1594,3.0509,52.2026,0.0175,0.1001,2.8988,0.305,5.5139,110.1915,2.5218,3.445,0.2573
31-Dec-20,4.0285,5.4969,4.9577,3.9059,4.5719,3.1023,3.1606,3.0467,51.9632,0.0174,0.0997,2.9114,0.3038,5.5038,109.6743,2.51,3.4345,0.2561
4-Jan-21,4.0125,5.4863,4.9117,3.8932,4.5406,3.0846,3.1523,3.0387,51.7532,0.0174,0.0989,2.8818,0.3026,5.4872,109.2387,2.502,3.4295,0.2557
5-Jan-21,4.015,5.4488,4.9208,3.8933,4.5555,3.0801,3.1419,3.0427,51.7854,0.0174,0.0988,2.8804,0.3028,5.494,109.3067,2.5032,3.4363,0.2551
6-Jan-21,4.0105,5.4679,4.9365,3.9056,4.5683,3.1148,3.1656,3.0458,51.7294,0.0174,0.0986,2.9104,0.3043,5.4839,109.1842,2.4968,3.4251,0.2554
7-Jan-21,4.016,5.4714,4.9531,3.8971,4.5725,3.1317,3.1703,3.0483,51.7983,0.0174,0.0988,2.9297,0.3056,5.4914,109.334,2.5014,3.4334,0.2558
8-Jan-21,4.04,5.4786,4.9526,3.8904,4.559,3.1342,3.1851,3.0478,52.1058,0.0175,0.0993,2.9314,0.3072,5.5008,109.9873,2.5191,3.4433,0.2573
11-Jan-21,4.0415,5.4669,4.9262,3.8836,4.5538,3.1196,3.1755,3.042,52.1154,0.0175,0.0994,2.9103,0.305,5.5106,110.0312,2.5189,3.4487,0.2586
12-Jan-21,4.0565,5.4846,4.9329,3.8922,4.5576,3.1257,3.1747,3.0492,52.3079,0.0176,0.0999,2.9095,0.3041,5.5195,110.4366,2.5274,3.4548,0.2592
13-Jan-21,4.0455,5.53,4.9387,3.9029,4.565,3.1419,3.1814,3.0582,52.1714,0.0175,0.0997,2.9221,0.3049,5.5248,110.1371,2.5206,3.4514,0.2583
14-Jan-21,4.0435,5.5194,4.9185,3.8906,4.5579,3.1319,3.1864,3.0492,52.1496,0.0175,0.099,2.9073,0.3047,5.5284,110.0826,2.5193,3.4548,0.2582
15-Jan-21,4.0355,5.5232,4.9047,3.8883,4.5437,3.1384,3.1909,3.0465,52.0491,0.0175,0.0993,2.9128,0.3039,5.5223,109.8648,2.5144,3.453,0.2577
18-Jan-21,4.048,5.4968,4.8884,3.8992,4.5409,3.1147,3.1719,3.0413,52.208,0.0176,0.0996,2.8846,0.305,5.5353,110.2051,2.5214,3.4622,0.2577
19-Jan-21,4.047,5.5013,4.8912,3.9017,4.5431,3.1158,3.1775,3.0439,52.1985,0.0175,0.0995,2.8845,0.305,5.5296,110.1779,2.5196,3.4516,0.2578
20-Jan-21,4.0485,5.5228,4.9161,3.8971,4.5596,3.121,3.1817,3.0491,52.2266,0.0175,0.0995,2.8831,0.3046,5.5313,110.2188,2.5217,3.4582,0.2577
21-Jan-21,4.043,5.527,4.8993,3.9023,4.5458,3.1364,3.2038,3.0503,52.1563,0.0175,0.0994,2.9045,0.3042,5.5422,110.069,2.5182,3.4598,0.2568
22-Jan-21,4.0325,5.536,4.9076,3.8948,4.5555,3.1294,3.1877,3.047,52.0202,0.0175,0.0991,2.9107,0.3034,5.5274,109.7832,2.5105,3.4528,0.2564
25-Jan-21,4.047,5.5383,4.9242,3.8983,4.5711,3.1249,3.1826,3.0489,52.2029,0.0175,0.0994,2.9106,0.3047,5.545,110.1779,2.5188,3.4658,0.2575
26-Jan-21,4.0435,5.5263,4.9068,3.8975,4.5509,3.1149,3.172,3.0451,52.1641,0.0175,0.0992,2.9069,0.304,5.5413,110.0826,2.5138,3.4647,0.2574
27-Jan-21,4.0425,5.5552,4.9167,3.8996,4.5585,3.1344,3.1839,3.0519,52.1465,0.0175,0.0993,2.926,0.3044,5.5431,110.0554,2.514,3.4639,0.257
29-Jan-21,4.051,5.5549,4.9043,3.8779,4.5548,3.1061,3.1554,3.0453,52.2504,0.0176,0.0994,2.9038,0.3062,5.5546,110.2868,2.5248,3.4662,0.2579
2-Feb-21,4.05,5.5366,4.8875,3.861,4.5163,3.091,3.1508,3.0395,52.2375,0.0176,0.0993,2.8984,0.308,5.5388,110.2596,2.5234,3.4663,0.2575
3-Feb-21,4.046,5.5303,4.873,3.855,4.5076,3.0786,3.1653,3.0387,52.1957,0.0176,0.0991,2.9155,0.3013,5.5489,110.1507,2.5225,3.4657,0.2571
4-Feb-21,4.049,5.5222,4.8734,3.8542,4.5044,3.088,3.1658,3.0367,52.2347,0.0176,0.0986,2.9197,0.2945,5.5572,110.2324,2.5236,3.4685,0.2576
5-Feb-21,4.0653,5.5651,4.8657,3.8539,4.4982,3.0902,3.1708,3.0406,52.4349,0.0177,0.0996,2.9111,0.2914,5.5708,110.6748,2.5369,3.4826,0.2591
8-Feb-21,4.062,5.5757,4.8874,3.849,4.5116,3.1151,3.1813,3.0433,52.3943,0.0177,0.0995,2.9255,0.2912,5.5785,110.5908,2.5391,3.4812,0.2593
9-Feb-21,4.06,5.5839,4.8949,3.8612,4.5194,3.1323,3.1887,3.0476,52.3726,0.0177,0.0998,2.9366,0.291,5.5662,110.5318,2.5356,3.4777,0.2593
10-Feb-21,4.0475,5.5902,4.9035,3.8689,4.5343,3.1301,3.1873,3.0511,52.2127,0.0176,0.0991,2.9272,0.2901,5.5535,110.1915,2.5305,3.4704,0.2585
11-Feb-21,4.05,5.5983,4.906,3.8715,4.5467,3.1238,3.1868,3.0512,52.2422,0.0176,0.0992,2.918,0.2903,5.5609,110.2596,2.5404,3.4751,0.2586
15-Feb-21,4.0425,5.6088,4.9001,3.8476,4.532,3.1384,3.1861,3.0515,52.1418,0.0176,0.099,2.9197,0.2887,5.5686,110.0554,2.5433,3.4726,0.2598
16-Feb-21,4.032,5.6148,4.8938,3.8223,4.5339,3.1395,3.1925,3.0496,52.0077,0.0175,0.0988,2.918,0.288,5.5518,109.7696,2.5317,3.4667,0.2581
17-Feb-21,4.0475,5.6129,4.893,3.8125,4.5294,3.1324,3.184,3.0456,52.2106,0.0176,0.0992,2.9085,0.2891,5.5544,110.1915,2.5286,3.4801,0.2591
18-Feb-21,4.0375,5.6004,4.8646,3.8189,4.4961,3.1337,3.1814,3.0419,52.0796,0.0175,0.0984,2.906,0.2884,5.547,109.9193,2.5227,3.4689,0.2583
19-Feb-21,4.0425,5.6494,4.8906,3.8258,4.5122,3.143,3.1899,3.0481,52.1435,0.0176,0.0991,2.9187,0.2887,5.5674,110.0554,2.5425,3.4774,0.2581
22-Feb-21,4.039,5.6677,4.8969,3.8301,4.5035,3.1852,3.2073,3.0525,52.0939,0.0175,0.0989,2.9517,0.2885,5.5657,109.9601,2.5411,3.4744,0.2577
23-Feb-21,4.0398,5.6855,4.9166,3.8498,4.5114,3.1987,3.2044,3.0589,52.0999,0.0175,0.099,2.9609,0.2885,5.5759,109.9805,2.5399,3.4821,0.2576
24-Feb-21,4.0405,5.7094,4.9112,3.8326,4.4617,3.2005,3.2106,3.0632,52.113,0.0175,0.099,2.9686,0.2886,5.5822,110.001,2.5425,3.4851,0.2577
25-Feb-21,4.042,5.7178,4.9163,3.8119,4.4567,3.2211,3.2302,3.065,52.1242,0.0176,0.0991,3.0058,0.2887,5.586,110.0418,2.5382,3.4929,0.2578
26-Feb-21,4.0575,5.6738,4.9329,3.819,4.4817,3.1845,3.2145,3.0547,52.3224,0.0176,0.0994,2.9819,0.2898,5.5777,110.4638,2.5628,3.5018,0.2584
1-Mar-21,4.0555,5.6726,4.9039,3.8082,4.4684,3.1418,3.1946,3.0486,52.2838,0.0176,0.0994,2.9492,0.2897,5.4851,110.4093,2.5595,3.45,0.2577
2-Mar-21,4.053,5.6454,4.8794,3.7921,4.4268,3.1488,3.2047,3.0502,52.2526,0.0176,0.0993,2.9457,0.2895,5.5233,110.3413,2.5636,3.4444,0.2577
3-Mar-21,4.053,5.657,4.8985,3.7958,4.4295,3.1749,3.2089,3.0482,52.2455,0.0176,0.0994,2.9581,0.2895,5.5324,110.3413,2.566,3.4529,0.2585
4-Mar-21,4.0545,5.6528,4.8895,3.7894,4.4104,3.1554,3.2039,3.0443,52.2693,0.0176,0.0994,2.9415,0.2896,5.557,110.3821,2.5763,3.4849,0.2587
5-Mar-21,4.0705,5.6551,4.8708,3.7732,4.3825,3.1386,3.2104,3.0428,52.4464,0.0177,0.0999,2.9198,0.2907,5.5659,110.8177,2.5861,3.4929,0.2594
