target,model,horizon,origin,y_true,y_pred,lo95,hi95
ron95,"ARIMA(1, 1, 1)",6,2025-03-31,2.05,2.128895509898552,1.7613882657765072,2.4964027540205964
ron95,"ARIMAX(1, 1, 1)",6,2025-03-31,2.05,2.128457845698492,1.7698421480473283,2.487073543349656
ron95,"ETS(add,add,None)",6,2025-03-31,2.05,2.047049243700235,,
ron95,"ARIMA(1, 1, 1)",1,2025-04-30,2.05,2.056400422074891,1.9846409950615231,2.128159849088259
ron95,"ARIMAX(1, 1, 1)",1,2025-04-30,2.05,2.051981687001563,1.9817710878708668,2.122192286132259
ron95,"ETS(add,add,None)",1,2025-04-30,2.05,2.0495160543386977,,
ron95,"ARIMA(1, 1, 1)",3,2025-04-30,2.05,2.083276171389544,1.858078716103737,2.308473626675351
ron95,"ARIMAX(1, 1, 1)",3,2025-04-30,2.05,2.085886661682758,1.866050107341917,2.3057232160235985
ron95,"ETS(add,add,None)",3,2025-04-30,2.05,2.048548259814905,,
ron95,"ARIMA(1, 1, 1)",6,2025-04-30,2.16,2.1275687745447622,1.7629906867539489,2.4921468623355754
ron95,"ARIMAX(1, 1, 1)",6,2025-04-30,2.16,2.124134475290598,1.7683445254463142,2.479924425134882
ron95,"ETS(add,add,None)",6,2025-04-30,2.16,2.047096568029216,,
ron95,"ARIMA(1, 1, 1)",1,2025-05-31,2.05,2.0562932705396735,1.9851031931291998,2.127483347950147
ron95,"ARIMAX(1, 1, 1)",1,2025-05-31,2.05,2.062412489181897,1.9927529421563237,2.13207203620747
ron95,"ETS(add,add,None)",1,2025-05-31,2.05,2.049523783962706,,
ron95,"ARIMA(1, 1, 1)",3,2025-05-31,2.05,2.082720474500638,1.8592992280205742,2.3061417209807016
ron95,"ARIMAX(1, 1, 1)",3,2025-05-31,2.05,2.0953309311320156,1.8772395659081997,2.3134222963558315
ron95,"ETS(add,add,None)",3,2025-05-31,2.05,2.0485714471408505,,
ron95,"ARIMA(1, 1, 1)",6,2025-05-31,2.6,2.126273499483774,1.7645715458181543,2.487975453149394
ron95,"ARIMAX(1, 1, 1)",6,2025-05-31,2.6,2.130177198748955,1.7772531539737453,2.4831012435241644
ron95,"ETS(add,add,None)",6,2025-05-31,2.6,2.047142941908067,,
